cellID X_coor Y_coor Z_coor UMean_X UMean_Y UMean_Z CpMean It Uin gradp Angle
99306 -0.0645424 0.403247 -0.0217569 9.4107 11.6539 3.0299 -1.5393 0.052168 1.0267 1.10949 22.5
99310 -0.0647027 0.408856 -0.0217742 9.92943 8.10036 3.03482 -0.357976 0.0551853 1.02954 47.6646 22.5
99319 0.059755 0.407917 -0.0334938 11.5961 -0.853124 5.50034 -0.500546 0.0240698 1.02907 1.01268 22.5
99320 0.065122 0.40324 -0.0334392 10.3139 -0.522853 3.51474 -0.498944 0.0163866 1.0267 0.658097 22.5
99321 0.0595257 0.402554 -0.027594 9.88729 -0.819426 3.5346 -0.496875 0.0158543 1.02635 0.823998 22.5
99322 0.0656425 0.408853 -0.027618 11.9364 -1.01048 6.02458 -0.479056 0.0273697 1.02954 0.877182 22.5
99323 0.0656441 0.408866 -0.033482 11.6624 -0.801692 5.87367 -0.477447 0.0253446 1.02955 1.21348 22.5
99324 0.0595239 0.402557 -0.0334529 10.0411 -0.772893 2.75977 -0.497044 0.0152153 1.02635 0.368493 22.5
99325 0.0597549 0.407903 -0.0276208 11.7072 -0.993334 5.70122 -0.496202 0.0254851 1.02906 0.65494 22.5
99326 0.0306574 0.40886 -0.064701 11.9427 3.01363 5.76237 -0.443353 0.036965 1.02954 16.7605 22.5
99329 0.0248295 0.403246 -0.0645422 11.603 5.57024 5.6077 -0.972519 0.033009 1.0267 0.720284 22.5
99331 0.0306517 0.403248 -0.0645418 11.6482 5.58875 5.65925 -0.973536 0.0333835 1.0267 0 22.5
99332 0.0248326 0.408854 -0.0647022 11.9205 2.87585 5.79487 -0.45518 0.0366305 1.02954 18.5703 22.5
99333 0.0599249 0.40931 -0.0646032 12.1789 2.81735 5.62294 -0.404215 0.0382134 1.02977 10.2478 22.5
99334 0.0652543 0.403924 -0.0642087 11.2022 3.57328 5.30379 -0.587313 0.0353425 1.02705 8.70628 22.5
99337 0.0659234 0.409779 -0.0644954 12.3736 2.35209 5.54278 -0.38881 0.0399224 1.03001 8.32186 22.5
99339 0.0596025 0.403567 -0.0644255 11.4302 3.95176 5.58359 -0.700445 0.0349339 1.02687 11.3946 22.5
99340 0.0306533 0.407098 -0.033531 11.3795 -1.08875 5.65009 -0.560738 0.0246769 1.02866 1.30413 22.5
99341 0.0306492 0.402125 -0.027606 7.95084 -0.668661 4.02245 -0.53902 0.0160554 1.02613 1.57542 22.5
99342 0.0248281 0.402126 -0.0334864 8.44441 -0.735613 3.55015 -0.560222 0.0153282 1.02613 1.57896 22.5
99343 0.02483 0.407072 -0.0276374 9.79741 -1.03708 5.41099 -0.583979 0.0296831 1.02864 1.7435 22.5
99344 0.0306493 0.402128 -0.033486 8.92439 -0.695689 3.45544 -0.542227 0.0149971 1.02613 1.52803 22.5
99345 0.0306531 0.407081 -0.0276368 10.5124 -1.01529 5.63887 -0.560954 0.0274717 1.02865 1.50322 22.5
99346 0.0248302 0.407089 -0.033532 11.0656 -1.10587 5.65327 -0.579727 0.0254343 1.02865 1.35493 22.5
99347 0.0597542 0.407892 -0.0159387 11.0712 -0.986293 5.96764 -0.501778 0.0276686 1.02906 0.586572 22.5
99348 0.0595263 0.402552 -0.0217571 9.43002 -0.826634 4.17776 -0.495536 0.0164704 1.02635 1.12238 22.5
99349 0.0656411 0.408846 -0.0217737 11.9189 -1.07189 6.10866 -0.479522 0.0279915 1.02954 0.540745 22.5
99350 0.0651227 0.403234 -0.0159297 9.82472 -0.648715 5.02403 -0.510047 0.0190375 1.0267 0.739139 22.5
99351 0.0595264 0.402551 -0.0159291 8.82036 -0.760973 4.58054 -0.50074 0.0172862 1.02635 1.09689 22.5
99352 0.06564 0.408842 -0.0159396 11.6696 -1.09883 6.16622 -0.484172 0.0286284 1.02954 0.366732 22.5
99353 0.0597546 0.407896 -0.0217733 11.5524 -1.01445 5.86023 -0.495945 0.0263299 1.02906 0.442264 22.5
99354 0.0306529 0.407062 0.0131847 0.179119 0.041677 1.0138 -0.607123 0.0299014 1.02864 1.34497 22.5
99355 0.02483 0.407056 0.0190075 -0.957779 0.271141 -0.444031 -0.612882 0.0233364 1.02863 1.27207 22.5
99356 0.0248279 0.402119 0.0131847 -0.448186 0.0244696 1.8975 -0.622371 0.0100436 1.02613 1.32684 22.5
99357 0.0306491 0.402121 0.0190065 -0.447562 0.0618155 1.7042 -0.595421 0.0096669 1.02613 1.23186 22.5
